Website,IP Address,CDN Server
launchdarkly.com,75.2.60.5,acd89244c803f7181.awsglobalaccelerator.com
go.com,13.248.150.189,a43ace875fd13aca7.awsglobalaccelerator.com
googleblog.com,172.217.1.1,iad23s25-in-f1.1e100.net
hp.com,Error,Error
ampproject.org,142.251.32.78,yyz12s07-in-f14.1e100.net
smartadserver.com,34.160.41.36,36.41.160.34.bc.googleusercontent.com
slack.com,34.193.255.5,ec2-34-193-255-5.compute-1.amazonaws.com
wikimedia.org,208.80.154.224,text-lb.eqiad.wikimedia.org
salesforceliveagent.com,34.226.36.51,ec2-34-226-36-51.compute-1.amazonaws.com
grammarly.com,3.164.92.54,server-3-164-92-54.yto53.r.cloudfront.net
openx.net,35.244.159.8,8.159.244.35.bc.googleusercontent.com
sharethrough.com,75.2.70.75,aacb0a264e514dd48.awsglobalaccelerator.com
mzstatic.com,Error,Error
cdc.gov,198.246.102.49,vacunas.gov
oracle.com,138.1.33.162,ocomtld-prod.appoci.oracle.com
appsflyer.com,52.203.51.97,ec2-52-203-51-97.compute-1.amazonaws.com
espn.com,18.67.39.38,server-18-67-39-38.yto50.r.cloudfront.net
weebly.com,74.115.51.6,www.weebly.com
3lift.com,18.67.17.110,server-18-67-17-110.yto50.r.cloudfront.net
opendns.com,146.112.62.105,opendns.com
godaddy.com,208.109.192.70,70.192.109.208.host.secureserver.net
adsrvr.org,34.232.215.241,ec2-34-232-215-241.compute-1.amazonaws.com
reuters.com,155.46.172.255,westlawinsignis.com
google.com.br,172.217.165.3,yyz12s06-in-f3.1e100.net
mozilla.com,35.190.14.201,201.14.190.35.bc.googleusercontent.com
avast.com,23.34.209.71,a23-34-209-71.deploy.static.akamaitechnologies.com
stripe.com,3.229.145.172,ec2-3-229-145-172.compute-1.amazonaws.com
crashlytics.com,216.239.32.29,any-in-201d.1e100.net
health.mil,214.10.40.15,gulflink.fhpr.osd.mil
pubmatic.com,54.192.51.104,server-54-192-51-104.yul62.r.cloudfront.net
dailymail.co.uk,23.5.111.249,a23-5-111-249.deploy.static.akamaitechnologies.com
wiley.com,63.97.118.67,host67.ttslinx.com
media.net,3.226.3.35,ec2-3-226-3-35.compute-1.amazonaws.com
washingtonpost.com,18.67.17.2,server-18-67-17-2.yto50.r.cloudfront.net
steampowered.com,184.29.116.124,a184-29-116-124.deploy.static.akamaitechnologies.com
dzen.ru,62.217.160.2,www.dzen.ru
bidswitch.net,34.160.122.192,192.122.160.34.bc.googleusercontent.com
bloomberg.com,3.33.146.110,aa2f66099ca87b6fe.awsglobalaccelerator.com
telegraph.co.uk,18.67.17.84,server-18-67-17-84.yto50.r.cloudfront.net
wbx2.com,13.59.223.206,ec2-13-59-223-206.us-east-2.compute.amazonaws.com
ibm.com,184.25.64.64,a184-25-64-64.deploy.static.akamaitechnologies.com
adsafeprotected.com,54.192.51.19,server-54-192-51-19.yul62.r.cloudfront.net
wsj.com,18.67.39.23,server-18-67-39-23.yto50.r.cloudfront.net
weather.com,23.49.80.81,a23-49-80-81.deploy.static.akamaitechnologies.com
quantserve.com,52.27.85.137,ec2-52-27-85-137.us-west-2.compute.amazonaws.com
shalltry.com,18.67.39.6,server-18-67-39-6.yto50.r.cloudfront.net
dnsmadeeasy.com,3.233.126.24,ec2-3-233-126-24.compute-1.amazonaws.com
lijit.com,3.162.3.3,server-3-162-3-3.yul62.r.cloudfront.net
dailymotion.com,195.8.215.136,www.dailymotion.com
google.de,142.251.32.67,yyz12s07-in-f3.1e100.net
ea.com,23.5.105.188,a23-5-105-188.deploy.static.akamaitechnologies.com
php.net,185.85.0.29,ip-185-85-0-29.ax5z.com
mcafee.com,100.20.214.93,ec2-100-20-214-93.us-west-2.compute.amazonaws.com
eset.com,91.228.167.128,h3-webredir02-v.eset.com
creativecdn.com,185.184.8.90,ip-185-184-8-90.rtbhouse.net
id5-sync.com,162.19.138.120,ns31533571.ip-162-19-138.eu
outbrain.com,192.82.210.254,chi.outbrain.com
autodesk.com,50.19.149.4,ec2-50-19-149-4.compute-1.amazonaws.com
elasticbeanstalk.com,54.231.225.117,s3-website-us-east-1.amazonaws.com
dell.com,143.166.136.12,lb-redirect-www-ps3.dell.com
quora.com,3.208.245.209,ec2-3-208-245-209.compute-1.amazonaws.com
stanford.edu,171.67.215.200,web.stanford.edu
gnu.org,209.51.188.116,wildebeest1p.gnu.org
sohu.com,61.135.164.50,smtp.ulechina.com
checkpoint.com,3.161.213.117,server-3-161-213-117.yul62.r.cloudfront.net
inner-active.mobi,54.225.119.21,ec2-54-225-119-21.compute-1.amazonaws.com
globo.com,186.192.83.12,186-192-83-12.prt.globo.com
eventbrite.com,18.245.96.78,server-18-245-96-78.yto50.r.cloudfront.net
okcdn.ru,217.20.155.82,ip82.155.odnoklassniki.ru
force.com,23.1.35.132,a23-1-35-132.deploy.static.akamaitechnologies.com
tp-link.com,18.245.96.121,server-18-245-96-121.yto50.r.cloudfront.net
google.co.uk,142.251.32.67,yyz12s07-in-f3.1e100.net
ok.ru,217.20.155.13,ip13.155.odnoklassniki.ru
npr.org,3.164.92.58,server-3-164-92-58.yto53.r.cloudfront.net
statista.com,3.164.92.24,server-3-164-92-24.yto53.r.cloudfront.net
kaspersky-labs.com,127.0.0.1,localhost
rambler.ru,81.19.82.2,www.rambler.ru
arubanetworks.com,18.208.237.48,ec2-18-208-237-48.compute-1.amazonaws.com
foxnews.com,23.60.1.14,a23-60-1-14.deploy.static.akamaitechnologies.com
aol.com,76.223.84.192,a7de0457831fd11f7.awsglobalaccelerator.com
walmart.com,23.192.52.163,a23-192-52-163.deploy.static.akamaitechnologies.com
g.page,216.239.32.27,any-in-201b.1e100.net
nvidia.com,34.194.97.138,ec2-34-194-97-138.compute-1.amazonaws.com
teamviewer.com,52.223.21.92,ad9dfefee4e491c65.awsglobalaccelerator.com
firetvcaptiveportal.com,184.73.155.39,ec2-184-73-155-39.compute-1.amazonaws.com
adobe.net,193.104.215.58,magento2.mx
sophos.com,23.205.255.234,a23-205-255-234.deploy.static.akamaitechnologies.com
tradingview.com,3.164.92.54,server-3-164-92-54.yto53.r.cloudfront.net
blogger.com,142.251.33.169,yyz10s17-in-f9.1e100.net
xserver.jp,202.226.36.238,web.xserver.ne.jp
entrust.net,72.140.233.41,unallocated-static.datacentres.rogers.com
wix.com,199.15.163.133,unalocated.163.wixsite.com
amzn.to,67.199.248.12,cname.bitly.com
ngenix.net,93.93.91.111,cdn.ngenix.net
imgsmail.ru,94.100.180.70,www.mail.ru
mayoclinic.org,129.176.1.88,uc4-test.edlink.mayo.edu
cnet.com,34.149.196.126,126.196.149.34.bc.googleusercontent.com
surveymonkey.com,13.33.165.115,server-13-33-165-115.yto50.r.cloudfront.net
vkuser.net,95.213.37.126,srv126-37-213-95.vk.com
huawei.com,121.37.49.12,ecs-121-37-49-12.compute.hwclouds-dns.com
duckdns.org,35.182.91.248,ec2-35-182-91-248.ca-central-1.compute.amazonaws.com
trustpilot.com,34.241.213.78,ec2-34-241-213-78.eu-west-1.compute.amazonaws.com
duolingo.com,54.165.40.136,ec2-54-165-40-136.compute-1.amazonaws.com
mediatek.com,60.250.184.101,60-250-184-101.hinet-ip.hinet.net
kahoot.it,18.245.96.107,server-18-245-96-107.yto50.r.cloudfront.net
ups.com,153.2.228.130,ups.com
imcmdb.net,85.10.250.72,static.85-10-250-72.clients.your-server.de
indiatimes.com,23.10.177.131,a23-10-177-131.deploy.static.akamaitechnologies.com
google.com.hk,142.251.41.67,yyz10s20-in-f3.1e100.net
ted.com,18.211.14.59,ec2-18-211-14-59.compute-1.amazonaws.com
blueapron.com,3.225.210.53,ec2-3-225-210-53.compute-1.amazonaws.com
360yield.com,63.33.170.90,ec2-63-33-170-90.eu-west-1.compute.amazonaws.com
hotjar.com,13.33.165.80,server-13-33-165-80.yto50.r.cloudfront.net
branch.io,3.164.92.30,server-3-164-92-30.yto53.r.cloudfront.net
google.ca,142.251.33.163,yyz10s17-in-f3.1e100.net
deviantart.com,18.67.17.30,server-18-67-17-30.yto50.r.cloudfront.net
google.fr,172.217.1.3,yyz10s14-in-f3.1e100.net
mysql.com,138.1.33.162,ocomtld-prod.appoci.oracle.com
rackspace.net,207.97.209.147,www.rackspace.com
uol.com.br,200.147.3.157,200-147-3-157-157.static.uol.com.br
aboutads.info,18.67.17.93,server-18-67-17-93.yto50.r.cloudfront.net
oup.com,75.2.119.185,a29627149295202d3.awsglobalaccelerator.com
icloud-content.com,Error,Error
vkontakte.ru,87.240.137.164,srv164-137-240-87.vk.com
mailchimp.com,23.10.129.123,a23-10-129-123.deploy.static.akamaitechnologies.com
nflxvideo.net,18.236.7.30,ec2-18-236-7-30.us-west-2.compute.amazonaws.com
rakuten.co.jp,133.237.180.69,lb-133-237-180-69.lbaas.jpe1a.rdcnw.net
google.co.jp,142.251.33.163,yyz10s17-in-f3.1e100.net
amazontrust.com,18.245.96.65,server-18-245-96-65.yto50.r.cloudfront.net
freepik.com,35.190.36.165,165.36.190.35.bc.googleusercontent.com
steamcommunity.com,184.25.67.239,a184-25-67-239.deploy.static.akamaitechnologies.com
accuweather.com,23.47.11.54,a23-47-11-54.deploy.static.akamaitechnologies.com
playstation.com,54.219.29.224,ec2-54-219-29-224.us-west-1.compute.amazonaws.com
paloaltonetworks.com,34.107.151.202,202.151.107.34.bc.googleusercontent.com
yieldmo.com,35.212.43.67,67.43.212.35.bc.googleusercontent.com
merriam-webster.com,18.67.17.123,server-18-67-17-123.yto50.r.cloudfront.net
cornell.edu,128.253.173.241,ad1.cornell.edu
yandex.com,77.88.55.88,yandex.ru
britannica.com,52.73.166.171,ec2-52-73-166-171.compute-1.amazonaws.com
newsweek.com,15.197.200.96,a2731e6b16defe68d.awsglobalaccelerator.com
qualtrics.com,50.17.152.14,ec2-50-17-152-14.compute-1.amazonaws.com
amplitude.com,13.248.219.127,ae5a29028948075da.awsglobalaccelerator.com
latimes.com,13.248.222.133,a27720bc1a42732f2.awsglobalaccelerator.com
ezvizlife.com,34.235.7.30,ec2-34-235-7-30.compute-1.amazonaws.com
worldnic.com,205.178.187.13,www.networksolutions.com
marriott.com,104.71.212.126,a104-71-212-126.deploy.static.akamaitechnologies.com
shutterstock.com,99.83.219.164,a0b8838bbcb103e9f.awsglobalaccelerator.com
techcrunch.com,67.195.202.10,media-router-aol71.canaryp.media.vip.bf1.yahoo.com
atlassian.com,18.245.96.30,server-18-245-96-30.yto50.r.cloudfront.net
nike.com,3.164.92.103,server-3-164-92-103.yto53.r.cloudfront.net
studocu.com,13.56.26.196,ec2-13-56-26-196.us-west-1.compute.amazonaws.com
ikea.com,23.204.11.33,a23-204-11-33.deploy.static.akamaitechnologies.com
stackadapt.com,34.204.55.14,ec2-34-204-55-14.compute-1.amazonaws.com
myspace.com,34.111.176.156,156.176.111.34.bc.googleusercontent.com
fb.com,31.13.80.36,edge-star-mini-shv-01-yyz1.facebook.com
tapad.com,34.96.66.233,233.66.96.34.bc.googleusercontent.com
google.es,142.251.41.35,yyz12s08-in-f3.1e100.net
google.co.in,172.217.165.3,yyz12s06-in-f3.1e100.net
free.fr,212.27.48.10,www.free.fr
wattpad.com,18.245.96.69,server-18-245-96-69.yto50.r.cloudfront.net
typekit.net,216.146.46.10,redirector1.dynect.net
google.it,142.251.32.67,yyz12s07-in-f3.1e100.net
beeline.ru,217.118.87.98,3g.beeline.ru
okta.com,44.210.31.21,ec2-44-210-31-21.compute-1.amazonaws.com
gcdn.co,92.223.97.97,eu.a.gcdn.co
life360.com,54.221.126.0,ec2-54-221-126-0.compute-1.amazonaws.com
teads.tv,52.215.225.161,ec2-52-215-225-161.eu-west-1.compute.amazonaws.com
herokuapp.com,3.215.139.115,ec2-3-215-139-115.compute-1.amazonaws.com
w3schools.com,13.248.240.135,ab2c03c0cf361bdb8.awsglobalaccelerator.com
elpais.com,23.223.17.168,a23-223-17-168.deploy.static.akamaitechnologies.com
rackspace.com,3.227.192.229,ec2-3-227-192-229.compute-1.amazonaws.com
datadoghq.com,3.164.92.20,server-3-164-92-20.yto53.r.cloudfront.net
withgoogle.com,142.251.41.78,yyz10s20-in-f14.1e100.net
nbcnews.com,52.37.236.218,ec2-52-37-236-218.us-west-2.compute.amazonaws.com
mlb.com,34.102.163.158,158.163.102.34.bc.googleusercontent.com
hbr.org,18.67.39.28,server-18-67-39-28.yto50.r.cloudfront.net
intercom.io,18.67.39.6,server-18-67-39-6.yto50.r.cloudfront.net
pandora.com,199.116.164.229,www-dc6.gslb.pandora.com
fedex.com,170.170.195.98,www-atl-vip2.dmz.fedex.com
warnerbros.com,44.242.108.185,ec2-44-242-108-185.us-west-2.compute.amazonaws.com
gumgum.com,18.67.17.89,server-18-67-17-89.yto50.r.cloudfront.net
erome.com,192.99.17.53,ns5002073.ip-192-99-17.net
coinmarketcap.com,18.67.17.54,server-18-67-17-54.yto50.r.cloudfront.net
airbnb.com,34.231.2.231,ec2-34-231-2-231.compute-1.amazonaws.com
klaviyo.com,18.67.39.127,server-18-67-39-127.yto50.r.cloudfront.net
spaceweb.pro,77.222.41.152,mx1.spaceweb.ru
networkadvertising.org,13.33.165.121,server-13-33-165-121.yto50.r.cloudfront.net
fda.gov,184.84.44.18,a184-84-44-18.deploy.static.akamaitechnologies.com
browser-intake-datadoghq.com,3.233.158.25,ec2-3-233-158-25.compute-1.amazonaws.com
appspot.com,142.251.41.78,yyz10s20-in-f14.1e100.net
bestbuy.com,104.76.100.220,a104-76-100-220.deploy.static.akamaitechnologies.com
brave.com,18.67.17.57,server-18-67-17-57.yto50.r.cloudfront.net
shein.com,52.39.90.56,ec2-52-39-90-56.us-west-2.compute.amazonaws.com
healthline.com,18.245.96.114,server-18-245-96-114.yto50.r.cloudfront.net
zemanta.com,23.58.162.163,a23-58-162-163.deploy.static.akamaitechnologies.com
service-now.com,148.139.192.125,vip-148-139-192-125.cust.service-now.com
moatads.com,52.23.179.69,ec2-52-23-179-69.compute-1.amazonaws.com
avito.ru,176.114.124.24,mx-se.avito.ru
washington.edu,34.168.51.100,www14.s.uw.edu
anydesk.com,13.33.165.49,server-13-33-165-49.yto50.r.cloudfront.net
clever.com,18.67.39.39,server-18-67-39-39.yto50.r.cloudfront.net
nationalgeographic.com,3.164.92.48,server-3-164-92-48.yto53.r.cloudfront.net
homedepot.com,35.201.95.83,83.95.201.35.bc.googleusercontent.com
mixpanel.com,34.117.152.135,135.152.117.34.bc.googleusercontent.com
addthis.com,23.38.84.123,a23-38-84-123.deploy.static.akamaitechnologies.com
viber.com,23.204.1.115,a23-204-1-115.deploy.static.akamaitechnologies.com
pvp.net,54.165.244.207,ec2-54-165-244-207.compute-1.amazonaws.com
nikkei.com,35.71.146.174,a1ce1c9fb780c0fe3.awsglobalaccelerator.com
zillow.com,13.33.165.97,server-13-33-165-97.yto50.r.cloudfront.net
mailchi.mp,23.10.139.56,a23-10-139-56.deploy.static.akamaitechnologies.com
a-mo.net,18.67.17.42,server-18-67-17-42.yto50.r.cloudfront.net
omni.ru,Error,Error
pendo.io,34.54.74.243,243.74.54.34.bc.googleusercontent.com
sitescout.com,208.113.159.153,apache2-sith.iad1-shared-e1-27.dreamhost.com
quickconnect.to,18.246.194.239,ec2-18-246-194-239.us-west-2.compute.amazonaws.com
tremorhub.com,18.245.96.101,server-18-245-96-101.yto50.r.cloudfront.net
fast.com,184.25.66.202,a184-25-66-202.deploy.static.akamaitechnologies.com
google.cn,172.217.1.99,mia09s17-in-f3.1e100.net
chartboost.com,13.33.165.81,server-13-33-165-81.yto50.r.cloudfront.net
bugsnag.com,13.33.165.76,server-13-33-165-76.yto50.r.cloudfront.net
supercell.com,18.67.17.81,server-18-67-17-81.yto50.r.cloudfront.net
cloudns.net,136.243.33.126,web3cluster.cloudns.net
protek.ru,194.146.119.199,www.protek.ru
news.com.au,23.5.103.126,a23-5-103-126.deploy.static.akamaitechnologies.com
stickyadstv.com,51.255.169.33,33.ip-51-255-169.eu
wal-mart.com,161.170.244.20,www-ndc.walmart.com
canonical.com,185.125.190.29,website-content-cache-3.ps5.canonical.com
google.pl,142.251.41.67,yyz10s20-in-f3.1e100.net
netgear.com,76.223.14.31,af1daf5df2fdad3a0.awsglobalaccelerator.com
epa.gov,134.67.21.34,pubweb.epa.gov
redhat.com,52.200.142.250,ec2-52-200-142-250.compute-1.amazonaws.com
comcast.com,96.99.227.0,dns-upper-redirect.xfinity.com
onetag-sys.com,51.222.39.186,ip186.ip-51-222-39.net
pbs.org,54.225.206.152,ec2-54-225-206-152.compute-1.amazonaws.com
recaptcha.net,142.250.190.35,ord37s33-in-f3.1e100.net
ebay.co.uk,23.33.42.144,a23-33-42-144.deploy.static.akamaitechnologies.com
iso.org,138.81.131.132,www.iso.org
unrulymedia.com,18.245.96.54,server-18-245-96-54.yto50.r.cloudfront.net
worldbank.org,35.71.168.154,a000b310d37acdcb9.awsglobalaccelerator.com
lefigaro.fr,23.205.255.231,a23-205-255-231.deploy.static.akamaitechnologies.com
maricopa.gov,50.63.161.93,93.161.63.50.host.secureserver.net
spamhaus.org,3.126.246.180,ec2-3-126-246-180.eu-central-1.compute.amazonaws.com
fbsbx.com,31.13.80.36,edge-star-mini-shv-01-yyz1.facebook.com
lenovo.com,184.26.195.61,a184-26-195-61.deploy.static.akamaitechnologies.com
google.com.mx,142.251.32.67,yyz12s07-in-f3.1e100.net
arcgis.com,18.234.22.26,ec2-18-234-22-26.compute-1.amazonaws.com
rapid7.com,3.164.92.107,server-3-164-92-107.yto53.r.cloudfront.net
academia.edu,3.164.92.5,server-3-164-92-5.yto53.r.cloudfront.net
ad.gt,52.37.48.61,ec2-52-37-48-61.us-west-2.compute.amazonaws.com
intentiq.com,5.154.240.65,s-web09-us.upress.io
otto.de,3.121.44.49,ec2-3-121-44-49.eu-central-1.compute.amazonaws.com
aniview.com,99.84.191.60,server-99-84-191-60.iad89.r.cloudfront.net
google.com.tr,142.251.41.35,yyz12s08-in-f3.1e100.net
kohls.com,23.222.17.230,a23-222-17-230.deploy.static.akamaitechnologies.com
primevideo.com,3.164.92.2,server-3-164-92-2.yto53.r.cloudfront.net
disneyplus.com,34.110.155.89,89.155.110.34.bc.googleusercontent.com
spot.im,13.33.165.50,server-13-33-165-50.yto50.r.cloudfront.net
pornhub.com,66.254.114.41,reflectededge.reflected.net
hindustantimes.com,23.34.210.144,a23-34-210-144.deploy.static.akamaitechnologies.com
rspamd.com,135.181.136.158,mail.rspamd.net
state.gov,107.22.78.153,ec2-107-22-78-153.compute-1.amazonaws.com
nest.com,35.241.20.76,76.20.241.35.bc.googleusercontent.com
sonobi.com,192.124.249.80,cloudproxy10080.sucuri.net
yimg.com,13.248.158.7,a7de0457831fd11f7.awsglobalaccelerator.com
classlink.com,75.2.70.75,aacb0a264e514dd48.awsglobalaccelerator.com
oraclecloud.com,138.1.33.162,ocomtld-prod.appoci.oracle.com
wp.pl,212.77.98.9,www.wp.pl
me.com,Error,Error
chartbeat.net,16.182.70.213,s3-website-us-east-1.amazonaws.com
biblegateway.com,3.164.92.90,server-3-164-92-90.yto53.r.cloudfront.net
firefox.com,35.190.14.201,201.14.190.35.bc.googleusercontent.com
smartthings.com,18.67.17.76,server-18-67-17-76.yto50.r.cloudfront.net
typeform.com,18.67.17.88,server-18-67-17-88.yto50.r.cloudfront.net
apple.news,23.204.46.21,a23-204-46-21.deploy.static.akamaitechnologies.com
discogs.com,44.238.112.40,ec2-44-238-112-40.us-west-2.compute.amazonaws.com
realtor.com,34.216.31.158,ec2-34-216-31-158.us-west-2.compute.amazonaws.com
synology.com,203.74.127.95,203-74-127-95.hinet-ip.hinet.net
segment.io,44.229.165.148,ec2-44-229-165-148.us-west-2.compute.amazonaws.com
attn.tv,3.5.14.183,s3-website.us-east-1.amazonaws.com
xfinity.com,96.99.240.130,xfinity-redirect-anycast.slb.comcast.com
deloitte.com,170.194.156.208,www.iasplus.net
repubblica.it,18.245.96.91,server-18-245-96-91.yto50.r.cloudfront.net
lowes.com,23.205.255.231,a23-205-255-231.deploy.static.akamaitechnologies.com
hm.com,23.47.11.150,a23-47-11-150.deploy.static.akamaitechnologies.com
utorrent.com,98.143.146.7,98.143.146.7.static.quadranet.com
seznam.cz,77.75.77.222,www.seznam.cz
dreamhost.com,18.160.46.55,server-18-160-46-55.iad55.r.cloudfront.net
usnews.com,23.34.218.53,a23-34-218-53.deploy.static.akamaitechnologies.com
exelator.com,34.229.3.43,ec2-34-229-3-43.compute-1.amazonaws.com
abovedomains.com,103.224.212.254,lb-212-254.above.com
postrelease.com,52.36.224.135,ec2-52-36-224-135.us-west-2.compute.amazonaws.com
innovid.com,141.192.213.11,141192213011.edelkey.net
pccc.com,69.171.29.32,cpanel3.pccc.com
ubnt.com,54.244.21.209,ec2-54-244-21-209.us-west-2.compute.amazonaws.com
instabug.com,99.83.190.102,aacb0a264e514dd48.awsglobalaccelerator.com
pikabu.ru,185.178.210.201,ddos-guard.net
hilton.com,167.187.200.23,ftcbco.hilton.com
olympics.com,23.205.255.237,a23-205-255-237.deploy.static.akamaitechnologies.com
weforum.org,52.50.190.211,ec2-52-50-190-211.eu-west-1.compute.amazonaws.com
churnzero.net,54.236.103.134,ec2-54-236-103-134.compute-1.amazonaws.com
eeroup.com,3.164.92.78,server-3-164-92-78.yto53.r.cloudfront.net
fb.me,31.13.80.36,edge-star-mini-shv-01-yyz1.facebook.com
mobile.de,18.67.39.106,server-18-67-39-106.yto50.r.cloudfront.net
richaudience.com,62.36.229.31,62.36.229.31.static.abi.uni2.es
onet.pl,18.67.17.14,server-18-67-17-14.yto50.r.cloudfront.net
pusher.com,3.235.245.94,ec2-3-235-245-94.compute-1.amazonaws.com
corriere.it,185.53.36.36,cache.corriere.it
business.site,216.239.32.29,any-in-201d.1e100.net
vmware.com,208.91.0.132,as-40816.engx.vmware.com
redfin.com,18.67.17.127,server-18-67-17-127.yto50.r.cloudfront.net
elmundo.es,34.90.247.117,117.247.90.34.bc.googleusercontent.com
chess.com,Error,Error
binance.com,52.195.72.139,ec2-52-195-72-139.ap-northeast-1.compute.amazonaws.com
sharethis.com,3.164.92.75,server-3-164-92-75.yto53.r.cloudfront.net
mercadolivre.com.br,15.197.170.90,a35f64fceb718ad27.awsglobalaccelerator.com
