website,ip_address,cdn_server
live.com,204.79.197.212,a-0010.a-msedge.net
googleusercontent.com,142.250.80.33,lga34s34-in-f1.1e100.net
ebay.com,23.33.42.144,a23-33-42-144.deploy.static.akamaitechnologies.com
stripe.com,3.229.145.172,ec2-3-229-145-172.compute-1.amazonaws.com
globo.com,186.192.83.12,186-192-83-12.prt.globo.com
teamviewer.com,52.223.21.92,ad9dfefee4e491c65.awsglobalaccelerator.com
trustpilot.com,52.48.138.41,ec2-52-48-138-41.eu-west-1.compute.amazonaws.com
branch.io,3.168.102.10,server-3-168-102-10.jfk52.r.cloudfront.net
amazontrust.com,13.225.63.107,server-13-225-63-107.ewr53.r.cloudfront.net
tremorhub.com,108.139.29.125,server-108-139-29-125.jfk50.r.cloudfront.net
comcast.com,96.99.227.0,dns-upper-redirect.xfinity.com
worldbank.org,35.71.168.154,a000b310d37acdcb9.awsglobalaccelerator.com
smartthings.com,108.139.29.45,server-108-139-29-45.jfk50.r.cloudfront.net
wshareit.com,159.138.103.42,ecs-159-138-103-42.compute.hwclouds-dns.com
google.ru,142.251.40.163,lga25s81-in-f3.1e100.net
weathernews.jp,18.164.124.62,server-18-164-124-62.jfk50.r.cloudfront.net
goguardian.com,34.212.125.0,ec2-34-212-125-0.us-west-2.compute.amazonaws.com
mparticle.com,3.210.172.157,ec2-3-210-172-157.compute-1.amazonaws.com
howstuffworks.com,3.168.102.13,server-3-168-102-13.jfk52.r.cloudfront.net
mitre.org,52.45.20.31,ec2-52-45-20-31.compute-1.amazonaws.com
hyatt.com,23.43.85.22,a23-43-85-22.deploy.static.akamaitechnologies.com
tamu.edu,75.2.123.204,aff74224b277c7807.awsglobalaccelerator.com
kde.org,85.10.198.55,tyran.kde.org
web.de,82.165.229.138,bs.web.de
usercentrics.eu,34.160.77.130,130.77.160.34.bc.googleusercontent.com
arcticwolf.net,146.148.100.16,16.100.148.146.bc.googleusercontent.com
google.ch,142.250.65.227,lga25s73-in-f3.1e100.net
nessus.org,54.159.189.155,ec2-54-159-189-155.compute-1.amazonaws.com
rottentomatoes.com,96.16.199.207,a96-16-199-207.deploy.static.akamaitechnologies.com
xero.com,108.138.106.85,server-108-138-106-85.jfk50.r.cloudfront.net
ethz.ch,129.132.19.216,cms-publish.ethz.ch
mobilefuse.com,18.164.96.44,server-18-164-96-44.jfk50.r.cloudfront.net
ccc.de,195.54.164.39,web.ber.ccc.de
hawaii.edu,128.171.133.42,waquarium.org
sba.gov,3.220.200.186,ec2-3-220-200-186.compute-1.amazonaws.com
nalog.ru,37.220.164.100,cdn.ngenix.net
google.com.pk,142.251.41.3,lga34s40-in-f3.1e100.net
tele2.ru,212.193.152.180,cdn.ngenix.net
code.org,3.171.139.88,server-3-171-139-88.jfk52.r.cloudfront.net
qualcomm.com,129.46.98.181,snapdragon.com
uga.edu,3.33.229.187,a4345f13d27631163.awsglobalaccelerator.com
lastline.com,208.91.0.132,as-40816.engx.vmware.com
google.lk,142.250.80.67,lga34s35-in-f3.1e100.net
eia.gov,205.254.131.126,parspssmtest.doe.gov
siemens.de,75.2.23.197,a63a2890458a45c87.awsglobalaccelerator.com
tenor.co,34.120.13.18,18.13.120.34.bc.googleusercontent.com
merchant-center-analytics.goog,216.239.32.27,any-in-201b.1e100.net
statsig.com,34.36.101.214,214.101.36.34.bc.googleusercontent.com
alamy.com,46.137.15.250,ec2-46-137-15-250.eu-west-1.compute.amazonaws.com
3m.com,3.13.79.249,ec2-3-13-79-249.us-east-2.compute.amazonaws.com
netlify.com,15.197.167.90,afa7f374f51cc8991.awsglobalaccelerator.com
lapresse.ca,52.206.165.235,ec2-52-206-165-235.compute-1.amazonaws.com
uh.edu,129.7.97.54,uh.edu
ons.gov.uk,18.169.209.99,ec2-18-169-209-99.eu-west-2.compute.amazonaws.com
asuscomm.com,54.191.180.149,ec2-54-191-180-149.us-west-2.compute.amazonaws.com
jal.co.jp,18.178.219.162,ec2-18-178-219-162.ap-northeast-1.compute.amazonaws.com
salesforce-scrt.com,3.146.43.229,ec2-3-146-43-229.us-east-2.compute.amazonaws.com
lgdacom.net,34.149.84.92,92.84.149.34.bc.googleusercontent.com
academy.com,174.46.23.26,174-46-23-26.static.ctl.one
turbify.com,3.84.65.235,ec2-3-84-65-235.compute-1.amazonaws.com
autotrader.com,23.201.164.232,a23-201-164-232.deploy.static.akamaitechnologies.com
gigaset.net,81.173.115.217,ip81-173-115-217.pbiaas.com
trenitalia.com,2.18.142.69,a2-18-142-69.deploy.static.akamaitechnologies.com
retailrocket.ru,88.99.142.227,static.88-99-142-227.clients.your-server.de
o2.pl,212.77.98.29,www.o2.pl
deviantart.net,100.20.169.240,ec2-100-20-169-240.us-west-2.compute.amazonaws.com
pr3tty-fly4.com,162.55.18.189,psh8-2.1push.io
twingate.com,34.36.151.97,97.151.36.34.bc.googleusercontent.com
taxtelecom.ru,94.130.216.99,htz2.taximaxim.com
google.ga,142.251.40.227,lga34s39-in-f3.1e100.net
googlecode.com,142.250.80.36,lga34s34-in-f4.1e100.net
growthbook.io,108.139.47.38,server-108-139-47-38.jfk50.r.cloudfront.net
