website,ip_address,cdn_server
live.com,204.79.197.212,a-0010.a-msedge.net
googleusercontent.com,142.251.46.161,nuq04s44-in-f1.1e100.net
ebay.com,23.67.33.5,a23-67-33-5.deploy.static.akamaitechnologies.com
stripe.com,52.40.139.248,ec2-52-40-139-248.us-west-2.compute.amazonaws.com
globo.com,186.192.83.12,186-192-83-12.prt.globo.com
teamviewer.com,52.223.21.92,ad9dfefee4e491c65.awsglobalaccelerator.com
trustpilot.com,52.48.138.41,ec2-52-48-138-41.eu-west-1.compute.amazonaws.com
branch.io,99.84.238.136,server-99-84-238-136.sfo5.r.cloudfront.net
amazontrust.com,18.173.121.117,server-18-173-121-117.sfo53.r.cloudfront.net
tremorhub.com,18.239.199.8,server-18-239-199-8.sfo53.r.cloudfront.net
comcast.com,96.99.227.0,dns-upper-redirect.xfinity.com
worldbank.org,35.71.168.154,a000b310d37acdcb9.awsglobalaccelerator.com
smartthings.com,18.155.202.31,server-18-155-202-31.sfo53.r.cloudfront.net
wshareit.com,159.138.103.42,ecs-159-138-103-42.compute.hwclouds-dns.com
google.ru,142.251.46.163,nuq04s44-in-f3.1e100.net
weathernews.jp,3.168.86.32,server-3-168-86-32.sfo5.r.cloudfront.net
goguardian.com,34.212.125.0,ec2-34-212-125-0.us-west-2.compute.amazonaws.com
mparticle.com,18.207.35.54,ec2-18-207-35-54.compute-1.amazonaws.com
howstuffworks.com,18.238.192.22,server-18-238-192-22.sfo53.r.cloudfront.net
mitre.org,52.45.20.31,ec2-52-45-20-31.compute-1.amazonaws.com
hyatt.com,69.192.139.103,a69-192-139-103.deploy.static.akamaitechnologies.com
tamu.edu,75.2.123.204,aff74224b277c7807.awsglobalaccelerator.com
kde.org,85.10.198.55,tyran.kde.org
web.de,82.165.229.83,bap.web.de
usercentrics.eu,34.160.77.130,130.77.160.34.bc.googleusercontent.com
arcticwolf.net,146.148.100.16,16.100.148.146.bc.googleusercontent.com
google.ch,142.251.32.35,sfo03s26-in-f3.1e100.net
nessus.org,54.159.189.155,ec2-54-159-189-155.compute-1.amazonaws.com
rottentomatoes.com,23.51.163.153,a23-51-163-153.deploy.static.akamaitechnologies.com
xero.com,13.227.74.23,server-13-227-74-23.sfo20.r.cloudfront.net
ethz.ch,129.132.19.216,cms-publish.ethz.ch
mobilefuse.com,18.155.202.119,server-18-155-202-119.sfo53.r.cloudfront.net
ccc.de,195.54.164.39,web.ber.ccc.de
hawaii.edu,128.171.133.42,paciber.org
sba.gov,54.221.219.215,ec2-54-221-219-215.compute-1.amazonaws.com
nalog.ru,37.220.164.100,cdn.ngenix.net
google.com.pk,172.217.12.99,sfo03s33-in-f3.1e100.net
tele2.ru,212.193.152.180,cdn.ngenix.net
code.org,3.168.86.122,server-3-168-86-122.sfo5.r.cloudfront.net
qualcomm.com,129.46.98.181,oss.qualcomm.com
uga.edu,15.197.234.180,a4345f13d27631163.awsglobalaccelerator.com
lastline.com,208.91.0.132,as-40816.engx.vmware.com
google.lk,142.251.46.195,nuq04s45-in-f3.1e100.net
eia.gov,205.254.131.126,parspssmtest.doe.gov
siemens.de,99.83.253.123,a63a2890458a45c87.awsglobalaccelerator.com
tenor.co,34.120.13.18,18.13.120.34.bc.googleusercontent.com
merchant-center-analytics.goog,216.239.32.27,any-in-201b.1e100.net
statsig.com,34.36.101.214,214.101.36.34.bc.googleusercontent.com
alamy.com,34.255.127.214,ec2-34-255-127-214.eu-west-1.compute.amazonaws.com
3m.com,3.13.79.249,ec2-3-13-79-249.us-east-2.compute.amazonaws.com
netlify.com,3.33.186.135,afa7f374f51cc8991.awsglobalaccelerator.com
lapresse.ca,18.207.171.205,ec2-18-207-171-205.compute-1.amazonaws.com
uh.edu,129.7.97.54,campusnet.uh.edu
ons.gov.uk,18.169.209.99,ec2-18-169-209-99.eu-west-2.compute.amazonaws.com
asuscomm.com,54.191.180.149,ec2-54-191-180-149.us-west-2.compute.amazonaws.com
jal.co.jp,18.178.219.162,ec2-18-178-219-162.ap-northeast-1.compute.amazonaws.com
salesforce-scrt.com,34.211.108.47,ec2-34-211-108-47.us-west-2.compute.amazonaws.com
lgdacom.net,34.149.84.92,92.84.149.34.bc.googleusercontent.com
academy.com,174.46.23.26,174-46-23-26.static.ctl.one
turbify.com,52.7.42.254,ec2-52-7-42-254.compute-1.amazonaws.com
autotrader.com,23.55.196.215,a23-55-196-215.deploy.static.akamaitechnologies.com
gigaset.net,81.173.115.217,ip81-173-115-217.pbiaas.com
trenitalia.com,2.18.142.69,a2-18-142-69.deploy.static.akamaitechnologies.com
retailrocket.ru,88.99.142.227,static.88-99-142-227.clients.your-server.de
o2.pl,212.77.98.29,www.o2.pl
deviantart.net,44.226.191.238,ec2-44-226-191-238.us-west-2.compute.amazonaws.com
pr3tty-fly4.com,162.55.18.189,psh8-2.1push.io
twingate.com,34.36.151.97,97.151.36.34.bc.googleusercontent.com
taxtelecom.ru,94.130.216.99,htz2.taximaxim.com
google.ga,172.217.12.99,atl26s14-in-f3.1e100.net
googlecode.com,142.251.46.228,sfo03s27-in-f4.1e100.net
growthbook.io,13.227.74.9,server-13-227-74-9.sfo20.r.cloudfront.net
nine.com.au,76.223.34.124,aa089eb6179d1ae2b.awsglobalaccelerator.com
eqads.com,74.213.173.116,74-213-173-116.beanfield.net
ccleaner.com,13.35.121.121,server-13-35-121-121.sfo5.r.cloudfront.net
alaska.gov,158.145.65.37,alaska.gov
decolar.com,142.202.129.22,142-202-129-22-static.despegar.net
fnn.jp,18.155.202.91,server-18-155-202-91.sfo53.r.cloudfront.net
divvy.co,52.12.154.90,ec2-52-12-154-90.us-west-2.compute.amazonaws.com
upmusics.com,88.198.87.74,static.88.198.87.74.clients.your-server.de
rusvideos.cc,212.162.152.11,4769541.ds-b.had.pm
nishinippon.co.jp,18.238.192.21,server-18-238-192-21.sfo53.r.cloudfront.net
petsmart.com,204.74.99.100,crs.ultradns.net
cryoutcreations.eu,95.211.185.122,web.cryout.eu
lespompeurs.com,51.68.247.241,vs1201.deus-communication.cognix-systems.net
volkskrant.nl,23.216.149.148,a23-216-149-148.deploy.static.akamaitechnologies.com
google.org,216.239.32.27,any-in-201b.1e100.net
dedeman.ro,52.16.150.45,ec2-52-16-150-45.eu-west-1.compute.amazonaws.com
supersport.hr,3.77.101.43,ec2-3-77-101-43.eu-central-1.compute.amazonaws.com
bitcoin.com,99.83.188.88,ab131f7b344fd985a.awsglobalaccelerator.com
pex.jp,18.244.214.96,server-18-244-214-96.sfo53.r.cloudfront.net
sitepoint.com,54.148.84.95,ec2-54-148-84-95.us-west-2.compute.amazonaws.com
which.co.uk,52.49.28.101,ec2-52-49-28-101.eu-west-1.compute.amazonaws.com
umt.edu,150.131.194.46,wtswww.ito.umt.edu
schneevonmorgen.com,18.239.199.44,server-18-239-199-44.sfo53.r.cloudfront.net
kiskegyed.hu,99.83.146.250,af07376032adb5926.awsglobalaccelerator.com
hackerrank.com,3.228.247.114,ec2-3-228-247-114.compute-1.amazonaws.com
