Website,IP Address,CDN Server
google.com,142.250.72.110,lga34s32-in-f14.1e100.net
amazonaws.com,72.21.210.29,210-29.amazon.com
facebook.com,157.240.241.35,edge-star-mini-shv-02-lga3.facebook.com
apple.com,17.253.144.10,shake.apple.com
youtube.com,142.250.80.46,lga34s34-in-f14.1e100.net
googleapis.com,142.251.32.100,lga25s77-in-f4.1e100.net
instagram.com,157.240.241.174,instagram-p42-shv-02-lga3.fbcdn.net
gstatic.com,142.250.80.3,lga34s33-in-f3.1e100.net
live.com,204.79.197.212,a-0010.a-msedge.net
googletagmanager.com,142.250.65.200,lga25s72-in-f8.1e100.net
googlevideo.com,142.251.35.164,lga25s78-in-f4.1e100.net
amazon.com,Error,Error
fbcdn.net,157.240.241.35,edge-star-mini-shv-02-lga3.facebook.com
doubleclick.net,142.251.40.206,lga34s38-in-f14.1e100.net
googleusercontent.com,142.250.80.97,lga34s36-in-f1.1e100.net
wikipedia.org,208.80.154.224,text-lb.eqiad.wikimedia.org
googlesyndication.com,142.250.65.228,lga25s73-in-f4.1e100.net
icloud.com,17.253.144.10,apple.com.my
youtu.be,142.251.35.174,lga25s78-in-f14.1e100.net
github.com,140.82.112.3,lb-140-82-112-3-iad.github.com
netflix.com,3.211.157.115,ec2-3-211-157-115.compute-1.amazonaws.com
domaincontrol.com,127.0.0.1,localhost
whatsapp.net,157.240.241.60,whatsapp-cdn-shv-02-lga3.fbcdn.net
yahoo.com,74.6.231.21,media-router-fp74.prod.media.vip.ne1.yahoo.com
appsflyersdk.com,18.164.124.109,server-18-164-124-109.jfk50.r.cloudfront.net
adobe.com,23.44.136.162,a23-44-136-162.deploy.static.akamaitechnologies.com
goo.gl,142.251.40.110,lga25s79-in-f14.1e100.net
spotify.com,35.186.224.24,24.224.186.35.bc.googleusercontent.com
tiktokv.com,184.28.190.34,a184-28-190-34.deploy.static.akamaitechnologies.com
whatsapp.com,157.240.241.60,whatsapp-cdn-shv-02-lga3.fbcdn.net
google-analytics.com,142.251.35.164,lga25s78-in-f4.1e100.net
yandex.net,213.180.204.242,any.yandex.ru
nic.ru,31.177.76.4,www.nic.ru
gandi.net,217.70.185.65,v5.gandi.net
ntp.org,64.142.54.22,slb0.srs1.ntfo.org
tiktok.com,18.164.96.22,server-18-164-96-22.jfk50.r.cloudfront.net
blogspot.com,142.251.35.169,lga25s78-in-f9.1e100.net
mozilla.org,35.190.14.201,201.14.190.35.bc.googleusercontent.com
unity3d.com,23.201.163.46,a23-201-163-46.deploy.static.akamaitechnologies.com
googleadservices.com,142.250.72.98,lga34s32-in-f2.1e100.net
lencr.org,35.169.59.174,ec2-35-169-59-174.compute-1.amazonaws.com
googledomains.com,216.239.32.29,any-in-201d.1e100.net
intuit.com,23.204.3.140,a23-204-3-140.deploy.static.akamaitechnologies.com
snapchat.com,34.149.46.130,130.46.149.34.bc.googleusercontent.com
amazon-adsystem.com,54.145.59.57,ec2-54-145-59-57.compute-1.amazonaws.com
comcast.net,96.99.227.0,dns-upper-redirect.xfinity.com
wa.me,157.240.241.60,whatsapp-cdn-shv-02-lga3.fbcdn.net
app-analytics-services.com,142.250.72.110,lga34s32-in-f14.1e100.net
tumblr.com,192.0.77.40,assets.tumblr.com
msedge.net,204.79.197.197,www.msedge.net
vk.com,87.240.132.67,srv67-132-240-87.vk.com
app-measurement.com,142.250.80.46,lga34s34-in-f14.1e100.net
sentry.io,35.186.247.156,156.247.186.35.bc.googleusercontent.com
ui.com,18.164.96.44,server-18-164-96-44.jfk50.r.cloudfront.net
github.io,185.199.109.153,cdn-185-199-109-153.github.com
userapi.com,87.240.190.64,srv64-190-240-87.vk.com
telecid.ru,89.108.82.15,d52892.azlk.regrucolo.ru
epicgames.com,54.227.215.85,ec2-54-227-215-85.compute-1.amazonaws.com
one.one,195.47.247.8,www.one.com
archive.org,207.241.224.2,www.archive.org
flickr.com,18.164.95.128,server-18-164-95-128.jfk50.r.cloudfront.net
webex.com,144.196.130.69,new-vanity.webex.com
meraki.com,18.173.132.99,server-18-173-132-99.jfk52.r.cloudfront.net
pki.goog,216.239.32.29,any-in-201d.1e100.net
soundcloud.com,3.168.73.128,server-3-168-73-128.jfk50.r.cloudfront.net
myfritz.net,212.42.244.100,www.myfritz.net
gmail.com,142.251.40.101,lga25s79-in-f5.1e100.net
nginx.org,52.58.199.22,ec2-52-58-199-22.eu-central-1.compute.amazonaws.com
android.com,142.251.40.196,lga34s38-in-f4.1e100.net
adobe.io,18.207.85.246,ec2-18-207-85-246.compute-1.amazonaws.com
ebay.com,23.33.42.144,a23-33-42-144.deploy.static.akamaitechnologies.com
amazonvideo.com,108.138.106.42,server-108-138-106-42.jfk50.r.cloudfront.net
cisco.com,72.163.4.185,redirect-ns.cisco.com
mit.edu,184.28.207.115,a184-28-207-115.deploy.static.akamaitechnologies.com
salesforce.com,104.109.11.129,a104-109-11-129.deploy.static.akamaitechnologies.com
ubuntu.com,185.125.190.29,website-content-cache-3.ps5.canonical.com
b-cdn.net,169.150.236.100,169-150-236-100.bunnyinfra.net
scorecardresearch.com,165.193.78.252,www.scorecardresearch.com
shopify.com,23.227.38.33,checkout.shopify.com
rubiconproject.com,69.194.143.123,cust-69.194.143.123.switchnap.com
t-online.de,34.246.241.220,ec2-34-246-241-220.eu-west-1.compute.amazonaws.com
youtube-nocookie.com,142.251.40.142,lga25s80-in-f14.1e100.net
booking.com,52.85.61.78,server-52-85-61-78.ewr53.r.cloudfront.net
launchdarkly.com,75.2.60.5,acd89244c803f7181.awsglobalaccelerator.com
go.com,13.248.150.189,a43ace875fd13aca7.awsglobalaccelerator.com
googleblog.com,142.250.65.193,lga25s72-in-f1.1e100.net
hp.com,Error,Error
ampproject.org,142.250.65.174,lga25s71-in-f14.1e100.net
smartadserver.com,34.160.41.36,36.41.160.34.bc.googleusercontent.com
slack.com,3.143.19.65,ec2-3-143-19-65.us-east-2.compute.amazonaws.com
wikimedia.org,208.80.154.224,text-lb.eqiad.wikimedia.org
salesforceliveagent.com,34.226.36.51,ec2-34-226-36-51.compute-1.amazonaws.com
grammarly.com,13.226.34.35,server-13-226-34-35.ewr53.r.cloudfront.net
openx.net,35.244.159.8,8.159.244.35.bc.googleusercontent.com
sharethrough.com,75.2.70.75,aacb0a264e514dd48.awsglobalaccelerator.com
mzstatic.com,Error,Error
cdc.gov,198.246.106.49,vacines.gov
oracle.com,138.1.33.162,ocomtld-prod.appoci.oracle.com
appsflyer.com,3.94.26.216,ec2-3-94-26-216.compute-1.amazonaws.com
espn.com,3.171.139.127,server-3-171-139-127.jfk52.r.cloudfront.net
weebly.com,74.115.51.7,www.weebly.com
3lift.com,13.226.34.20,server-13-226-34-20.ewr53.r.cloudfront.net
opendns.com,146.112.62.105,opendns.com
godaddy.com,208.109.192.70,70.192.109.208.host.secureserver.net
adsrvr.org,34.199.92.193,ec2-34-199-92-193.compute-1.amazonaws.com
reuters.com,155.46.172.255,westfindprint.com
google.com.br,142.250.80.3,lga34s33-in-f3.1e100.net
mozilla.com,35.190.14.201,201.14.190.35.bc.googleusercontent.com
avast.com,23.56.163.124,a23-56-163-124.deploy.static.akamaitechnologies.com
stripe.com,3.90.98.12,ec2-3-90-98-12.compute-1.amazonaws.com
crashlytics.com,216.239.32.29,any-in-201d.1e100.net
health.mil,214.10.40.15,gulflink.fhpr.osd.mil
pubmatic.com,13.249.91.20,server-13-249-91-20.jfk52.r.cloudfront.net
dailymail.co.uk,23.41.170.87,a23-41-170-87.deploy.static.akamaitechnologies.com
wiley.com,63.97.118.67,host67.ttslinx.com
media.net,3.226.3.35,ec2-3-226-3-35.compute-1.amazonaws.com
washingtonpost.com,23.204.2.78,a23-204-2-78.deploy.static.akamaitechnologies.com
steampowered.com,23.201.165.153,a23-201-165-153.deploy.static.akamaitechnologies.com
dzen.ru,62.217.160.2,www.dzen.ru
bidswitch.net,34.160.122.192,192.122.160.34.bc.googleusercontent.com
bloomberg.com,3.33.146.110,aa2f66099ca87b6fe.awsglobalaccelerator.com
telegraph.co.uk,18.238.49.3,server-18-238-49-3.jfk52.r.cloudfront.net
wbx2.com,13.59.223.207,ec2-13-59-223-207.us-east-2.compute.amazonaws.com
ibm.com,23.204.19.19,a23-204-19-19.deploy.static.akamaitechnologies.com
adsafeprotected.com,18.173.132.128,server-18-173-132-128.jfk52.r.cloudfront.net
wsj.com,108.138.128.10,server-108-138-128-10.jfk50.r.cloudfront.net
weather.com,23.204.10.170,a23-204-10-170.deploy.static.akamaitechnologies.com
quantserve.com,52.27.85.137,ec2-52-27-85-137.us-west-2.compute.amazonaws.com
shalltry.com,3.168.122.122,server-3-168-122-122.jfk52.r.cloudfront.net
dnsmadeeasy.com,3.233.126.24,ec2-3-233-126-24.compute-1.amazonaws.com
lijit.com,13.226.34.129,server-13-226-34-129.ewr53.r.cloudfront.net
dailymotion.com,195.8.215.136,www.dailymotion.com
google.de,142.251.40.99,lga25s79-in-f3.1e100.net
