website,cdn,min,max,mean,median
facebook.com,157.240.15.35,0.9,2.1,1.115,1.0150000000000001
facebook.com,157.240.237.35,54.8,55.0,54.89,54.9
facebook.com,157.240.252.35,163.0,163.0,163.0,163.0
facebook.com,157.240.22.35,178.0,179.0,178.1,178.0
facebook.com,157.240.241.35,226.0,226.0,226.0,226.0
facebook.com,157.240.247.35,176.0,177.0,176.1,176.0
facebook.com,31.13.71.36,219.0,220.0,219.1,219.0
facebook.com,157.240.221.35,165.0,166.0,165.1,165.0
facebook.com,31.13.66.35,220.0,223.0,220.4,220.0
facebook.com,157.240.235.35,0.833,1.5,0.9779000000000002,0.878
facebook.com,31.13.80.36,212.0,212.0,212.0,212.0
facebook.com,157.240.8.35,333.0,333.0,333.0,333.0
instagram.com,157.240.15.174,0.794,0.967,0.8553,0.8405
instagram.com,31.13.66.174,223.0,224.0,223.1,223.0
instagram.com,31.13.80.174,217.0,217.0,217.0,217.0
instagram.com,157.240.8.174,332.0,333.0,332.3,332.0
instagram.com,157.240.214.174,165.0,165.0,165.0,165.0
instagram.com,157.240.22.174,175.0,175.0,175.0,175.0
instagram.com,157.240.237.174,56.0,56.5,56.1,56.05
instagram.com,157.240.241.174,222.0,222.0,222.0,222.0
instagram.com,157.240.235.174,0.495,1.08,0.5991000000000001,0.5345
instagram.com,157.240.0.174,163.0,163.0,163.0,163.0
instagram.com,157.240.247.174,163.0,163.0,163.0,163.0
fbcdn.net,57.144.144.1,0.729,1.44,0.8551,0.8115
fbcdn.net,157.240.237.35,62.2,62.7,62.29,62.25
fbcdn.net,157.240.22.35,178.0,179.0,178.1,178.0
fbcdn.net,157.240.241.35,226.0,226.0,226.0,226.0
fbcdn.net,157.240.247.35,176.0,177.0,176.1,176.0
fbcdn.net,31.13.71.36,219.0,220.0,219.1,219.0
fbcdn.net,157.240.235.35,0.789,0.833,0.8093,0.8065
fbcdn.net,31.13.66.35,220.0,221.0,220.1,220.0
fbcdn.net,31.13.80.36,212.0,212.0,212.0,212.0
fbcdn.net,157.240.253.35,163.0,164.0,163.1,163.0
fbcdn.net,157.240.214.35,165.0,166.0,165.1,165.0
fbcdn.net,157.240.8.35,332.0,333.0,332.6,333.0
whatsapp.net,157.240.13.54,0.784,0.836,0.8090999999999999,0.808
whatsapp.net,157.240.22.53,176.0,176.0,176.0,176.0
whatsapp.net,157.240.241.60,226.0,226.0,226.0,226.0
whatsapp.net,157.240.0.60,167.0,167.0,167.0,167.0
whatsapp.net,31.13.71.49,223.0,223.0,223.0,223.0
whatsapp.net,157.240.235.60,0.661,0.746,0.6835000000000002,0.682
whatsapp.net,157.240.8.53,338.0,338.0,338.0,338.0
whatsapp.net,157.240.237.60,49.0,49.0,49.0,49.0
whatsapp.net,157.240.201.60,166.0,166.0,166.0,166.0
whatsapp.net,31.13.80.53,212.0,213.0,212.1,212.0
whatsapp.net,157.240.229.60,225.0,226.0,225.1,225.0
whatsapp.net,157.240.214.60,169.0,169.0,169.0,169.0
appsflyersdk.com,13.227.254.103,1.37,2.32,1.5070000000000001,1.42
appsflyersdk.com,13.227.254.70,1.37,1.47,1.4049999999999998,1.4
appsflyersdk.com,18.164.124.109,225.0,228.0,225.4,225.0
appsflyersdk.com,108.158.20.81,95.0,96.0,95.17999999999999,95.1
appsflyersdk.com,18.164.124.45,220.0,220.0,220.0,220.0
appsflyersdk.com,13.227.219.129,179.0,179.0,179.0,179.0
appsflyersdk.com,18.245.96.68,224.0,225.0,224.1,224.0
