website,cdn,min,max,mean,median
marksandspencer.com,104.115.32.78,1.18,3.74,1.6219999999999999,1.335
marksandspencer.com,23.221.76.81,136.0,137.0,136.1,136.0
marksandspencer.com,23.35.30.5,138.0,139.0,138.1,138.0
marksandspencer.com,96.17.64.67,71.2,72.3,71.36,71.2
marksandspencer.com,23.207.181.242,161.0,163.0,161.2,161.0
marksandspencer.com,104.71.212.90,131.0,132.0,131.1,131.0
marksandspencer.com,23.223.226.9,361.0,362.0,361.1,361.0
marksandspencer.com,104.115.32.78,1.19,1.73,1.358,1.3250000000000002
marksandspencer.com,23.220.112.73,10.1,10.8,10.2,10.1
marksandspencer.com,2.18.161.249,13.9,14.7,14.030000000000001,13.9
mercari.com,18.244.140.107,0.259,0.375,0.3005,0.292
mercari.com,18.238.243.71,7.69,7.76,7.715000000000001,7.71
mercari.com,13.227.74.47,136.0,137.0,136.1,136.0
mercari.com,13.33.165.114,90.5,90.9,90.56,90.5
mercari.com,18.172.78.118,198.0,199.0,198.1,198.0
mercari.com,18.238.55.50,69.0,69.0,69.0,69.0
mercari.com,18.67.76.99,80.6,80.9,80.63,80.6
mercari.com,65.9.66.9,13.1,14.2,13.3,13.2
mercari.com,18.238.55.94,69.4,69.5,69.42,69.4
mercari.com,13.227.74.127,137.0,138.0,137.1,137.0
mercari.com,65.9.66.118,13.2,14.2,13.38,13.3
mercari.com,13.35.147.114,275.0,276.0,275.1,275.0
mercari.com,108.157.254.59,172.0,173.0,172.7,173.0
cdn4image.com,142.132.194.184,18.1,19.1,18.27,18.2
cdn4image.com,157.90.90.133,20.0,21.0,20.220000000000002,20.1
cdn4image.com,46.4.15.55,18.1,19.2,18.279999999999998,18.2
cdn4image.com,142.132.194.184,18.1,18.9,18.249999999999993,18.2
cdn4image.com,116.202.160.181,16.0,17.0,16.21,16.1
cdn4image.com,116.202.116.247,17.5,17.6,17.55,17.55
cdn4image.com,5.9.157.184,18.1,19.3,18.27,18.2
cdn4image.com,157.90.128.108,15.8,16.6,16.04,15.9
cdn4image.com,157.90.91.144,17.8,18.8,17.970000000000002,17.9
cdn4image.com,116.202.235.239,19.4,20.5,19.639999999999997,19.6
cisa.gov,184.85.57.89,1.24,2.09,1.363,1.26
cisa.gov,104.114.101.198,136.0,139.0,136.5,136.0
cisa.gov,23.204.25.176,68.8,69.8,68.91,68.8
cisa.gov,23.38.28.247,8.02,13.3,8.631,8.075
cisa.gov,184.87.40.114,93.7,94.6,93.79,93.7
cisa.gov,125.252.216.169,157.0,158.0,157.1,157.0
cisa.gov,23.38.237.249,137.0,138.0,137.1,137.0
cisa.gov,104.68.17.71,325.0,326.0,325.1,325.0
cisa.gov,104.103.195.88,1.62,1.97,1.7239999999999998,1.6549999999999998
cisa.gov,23.67.131.29,13.4,14.3,13.540000000000001,13.5
cisa.gov,23.49.82.123,94.7,94.8,94.71000000000001,94.7
todoist.com,18.165.227.48,0.974,3.56,1.3651,1.04
todoist.com,18.155.192.111,134.0,135.0,134.1,134.0
todoist.com,18.164.116.15,69.5,69.8,69.54,69.5
todoist.com,18.164.116.30,79.3,79.5,79.41999999999999,79.4
todoist.com,143.204.98.129,15.1,16.1,15.309999999999997,15.2
todoist.com,108.156.60.67,7.67,8.77,7.801,7.6899999999999995
todoist.com,18.65.244.102,277.0,278.0,277.1,277.0
todoist.com,13.35.238.112,239.0,240.0,239.3,239.0
todoist.com,18.164.116.22,74.0,74.1,74.01,74.0
todoist.com,108.138.64.26,79.7,80.4,79.85,79.8
todoist.com,108.159.61.116,304.0,305.0,304.4,304.0
todoist.com,18.245.96.30,98.7,99.6,98.80999999999999,98.7
20minutes.fr,18.239.236.57,0.814,0.985,0.8798999999999999,0.846
20minutes.fr,108.158.32.11,277.0,278.0,277.1,277.0
20minutes.fr,18.66.57.129,236.0,237.0,236.5,236.5
20minutes.fr,18.164.124.10,75.7,76.0,75.82222222222224,75.8
20minutes.fr,143.204.98.33,11.7,13.2,11.93,11.8
20minutes.fr,18.165.98.66,78.3,78.4,78.35999999999999,78.4
20minutes.fr,143.204.98.16,13.6,13.8,13.690000000000001,13.7
20minutes.fr,13.227.74.97,138.0,139.0,138.2,138.0
20minutes.fr,13.227.254.32,173.0,173.0,173.0,173.0
20minutes.fr,18.67.39.129,98.9,99.9,99.07,99.0
20minutes.fr,108.156.60.69,7.63,8.46,7.747,7.67
20minutes.fr,18.164.124.72,69.5,70.0,69.56,69.5
20minutes.fr,18.164.124.5,81.6,82.3,81.76,81.7
ajax.systems,108.138.217.32,0.972,1.74,1.0792,1.01
ajax.systems,18.239.36.111,9.41,9.5,9.454000000000002,9.45
ajax.systems,108.158.20.13,270.0,270.0,270.0,270.0
ajax.systems,108.138.217.52,0.971,1.56,1.0452,0.9944999999999999
ajax.systems,18.245.60.84,14.2,15.0,14.290000000000001,14.2
ajax.systems,3.168.122.33,69.6,70.6,69.7,69.6
ajax.systems,3.168.86.97,138.0,138.0,138.0,138.0
ajax.systems,18.155.68.91,172.0,172.0,172.0,172.0
ajax.systems,3.168.122.44,74.4,74.9,74.49,74.45
ajax.systems,3.161.213.41,76.9,77.0,76.92,76.9
ajax.systems,3.168.122.49,69.5,75.3,70.15,69.6
ajax.systems,99.84.203.75,135.0,135.0,135.0,135.0
ajax.systems,18.155.99.74,206.0,207.0,206.1,206.0
ajax.systems,143.204.29.21,90.0,91.0,90.13,90.0
britishcouncil.org,23.46.72.47,1.59,1.96,1.659,1.625
britishcouncil.org,173.223.116.35,6.24,6.89,6.332,6.26
britishcouncil.org,23.53.64.217,123.0,124.0,123.1,123.0
britishcouncil.org,96.17.60.47,119.0,120.0,119.1,119.0
britishcouncil.org,104.116.108.44,322.0,323.0,322.1,322.0
britishcouncil.org,23.218.108.44,162.0,163.0,162.1,162.0
britishcouncil.org,104.76.200.46,16.8,17.2,16.87,16.8
britishcouncil.org,23.47.168.116,68.8,69.3,68.91999999999999,68.9
britishcouncil.org,104.99.48.50,134.0,134.0,134.0,134.0
britishcouncil.org,104.97.4.38,1.64,1.74,1.673,1.665
britishcouncil.org,23.203.104.68,70.6,71.7,70.80000000000001,70.7
abc.com,108.138.233.125,0.99,1.69,1.0965,1.03
abc.com,65.8.161.4,135.0,136.0,135.2,135.0
abc.com,65.8.161.31,135.0,135.0,135.0,135.0
abc.com,18.239.111.28,243.0,244.0,243.1,243.0
abc.com,13.35.58.74,13.6,14.7,13.759999999999996,13.7
abc.com,3.164.92.107,89.7,90.8,89.96000000000001,89.8
abc.com,18.65.244.97,271.0,272.0,271.1,271.0
abc.com,3.165.102.44,172.0,172.0,172.0,172.0
abc.com,18.164.96.78,75.4,75.9,75.46000000000001,75.4
abc.com,18.239.18.70,9.43,9.52,9.450999999999999,9.44
abc.com,18.164.96.126,69.5,69.6,69.51,69.5
abc.com,13.35.58.39,15.2,16.1,15.34,15.3
abc.com,99.84.191.129,79.2,80.1,79.35999999999999,79.3
superbet.com,18.245.162.126,0.834,1.53,0.9592,0.9015
superbet.com,65.8.161.21,137.0,138.0,137.1,137.0
superbet.com,18.239.94.23,9.45,9.53,9.484,9.48
superbet.com,18.245.96.46,90.2,90.7,90.25000000000001,90.2
superbet.com,13.32.27.121,12.8,13.7,12.960000000000003,12.9
superbet.com,3.171.139.83,69.3,70.0,69.36999999999998,69.3
superbet.com,18.239.142.33,237.0,238.0,237.1,237.0
superbet.com,18.67.93.63,277.0,277.0,277.0,277.0
superbet.com,3.171.139.51,70.8,71.7,70.91,70.8
superbet.com,13.33.88.61,242.0,243.0,242.1,242.0
superbet.com,99.84.191.93,82.1,83.1,82.22,82.1
superbet.com,65.8.161.34,135.0,135.0,135.0,135.0
